customer_age,asset_value,credit_score,contract_length,interest_rate,payment_frequency,time_to_default,defaulted
70.0,33973.27,778.0,24,0.0625,12,6.73,1
51.0,128533.57,778.0,12,0.0388,1,9.1,0
50.0,57244.13,817.0,12,0.0734,12,29.38,1
22.0,16007.38,755.0,12,0.02,2,10.16,0
18.0,8678.01,760.0,60,0.0479,1,23.64,1
51.0,19361.4,655.0,36,0.0531,12,32.7,0
44.0,655407.39,642.0,60,0.0826,4,12.78,1
37.0,123349.46,778.0,24,0.0241,1,17.5,1
49.0,72302.38,643.0,36,0.0771,12,24.29,0
44.0,49928.09,698.0,12,0.0732,12,3.41,1
62.0,46751.75,838.0,12,0.0742,2,6.16,1
46.0,192373.87,822.0,48,0.0385,2,13.19,0
34.0,36658.63,730.0,24,0.059,4,17.48,0
60.0,106608.7,670.0,24,0.0681,4,20.96,0
42.0,42258.98,688.0,48,0.0559,4,33.76,1
53.0,416714.51,787.0,60,0.0571,2,1.81,1
38.0,125779.86,696.0,48,0.0597,12,30.39,0
35.0,208054.81,644.0,24,0.0373,1,42.32,0
46.0,33375.93,822.0,12,0.0369,1,14.62,0
45.0,172497.17,718.0,48,0.0655,2,14.64,1
52.0,43801.47,642.0,36,0.038,2,0.61,1
41.0,66838.52,748.0,12,0.0566,2,41.1,0
18.0,307136.54,797.0,60,0.0244,2,18.8,0
39.0,21104.15,599.0,12,0.0457,1,1.83,1
57.0,73368.34,680.0,60,0.0801,4,56.59,1
41.0,92781.75,675.0,12,0.0543,1,2.29,1
41.0,100710.4,745.0,24,0.0738,2,8.19,0
60.0,38147.5,763.0,60,0.0836,4,33.11,0
34.0,482272.27,645.0,60,0.0681,1,36.66,0
22.0,16400.52,551.0,48,0.0588,2,7.2,1
43.0,257528.43,803.0,12,0.048,2,28.31,0
38.0,201806.7,588.0,60,0.0457,12,31.0,1
31.0,400668.14,727.0,60,0.0436,12,2.1,1
42.0,12231.54,687.0,12,0.072,2,37.83,1
52.0,25113.69,716.0,12,0.0544,1,11.67,1
45.0,266183.99,850.0,36,0.0672,12,10.31,0
50.0,9163.29,850.0,48,0.083,1,6.61,0
72.0,12010.55,537.0,60,0.0887,1,1.3,1
40.0,36742.6,798.0,12,0.064,12,9.16,1
49.0,72547.28,684.0,60,0.0639,2,8.49,1
37.0,294261.78,805.0,36,0.046,12,54.56,1
32.0,49748.43,796.0,36,0.0688,1,7.68,1
36.0,32590.0,841.0,60,0.033,4,29.59,0
38.0,81747.45,728.0,48,0.052,12,12.98,1
50.0,95759.63,611.0,24,0.0297,4,27.18,0
80.0,93082.35,793.0,60,0.0242,2,7.21,1
34.0,50111.9,712.0,36,0.0564,12,9.56,0
39.0,8475.32,677.0,48,0.0305,4,3.89,1
44.0,23917.94,652.0,12,0.0393,2,53.74,0
51.0,247773.69,801.0,48,0.0587,1,22.54,0
49.0,72190.88,850.0,48,0.0691,2,29.93,1
64.0,43368.03,580.0,60,0.0895,2,11.29,1
18.0,183169.74,762.0,48,0.02,1,36.41,0
18.0,19339.08,663.0,12,0.0328,2,0.37,1
38.0,47793.83,553.0,60,0.02,12,1.19,1
61.0,68717.45,715.0,36,0.0246,2,4.57,0
22.0,38508.05,617.0,12,0.0605,4,10.71,1
18.0,66221.66,542.0,60,0.0494,2,40.94,1
54.0,49627.78,622.0,60,0.02,4,22.99,0
49.0,14774.48,597.0,24,0.0566,2,0.28,0
29.0,71788.38,635.0,12,0.0809,12,33.58,1
30.0,15861.47,567.0,48,0.029,1,21.9,0
30.0,70658.6,660.0,12,0.0584,1,35.14,0
47.0,236602.27,629.0,12,0.082,4,12.56,0
36.0,45205.62,738.0,24,0.0323,2,40.88,0
52.0,18555.41,759.0,48,0.0483,2,19.64,1
18.0,52733.82,726.0,24,0.0206,12,1.69,0
32.0,26056.67,676.0,24,0.0771,2,0.37,0
28.0,108500.39,674.0,24,0.0584,4,26.26,0
41.0,51637.9,616.0,12,0.0378,4,9.84,0
37.0,330963.46,619.0,24,0.0463,12,1.84,1
57.0,191566.37,770.0,36,0.0687,4,6.26,0
18.0,51375.64,524.0,48,0.02,4,8.08,1
46.0,122468.49,692.0,48,0.0336,12,13.15,1
53.0,40407.21,668.0,24,0.0544,4,41.48,1
73.0,61942.19,760.0,12,0.0678,4,7.98,0
38.0,41712.9,557.0,60,0.0591,1,24.23,1
50.0,128856.67,701.0,60,0.0211,12,57.55,0
18.0,250944.8,734.0,12,0.07,1,37.38,1
18.0,133072.35,510.0,24,0.0736,2,10.48,1
58.0,150532.85,593.0,24,0.0701,12,0.26,1
45.0,150698.05,691.0,36,0.0504,2,8.97,0
63.0,103907.45,751.0,60,0.0386,4,21.39,1
24.0,19162.56,718.0,60,0.0789,1,40.93,0
53.0,328066.47,756.0,48,0.0406,4,0.65,0
73.0,363818.66,592.0,24,0.0527,1,1.25,1
51.0,47387.81,541.0,12,0.0685,1,1.07,0
49.0,41328.27,708.0,24,0.0754,1,12.05,1
45.0,110460.32,577.0,24,0.0356,1,50.43,0
21.0,103861.42,613.0,36,0.076,4,21.61,0
65.0,48925.5,793.0,12,0.0391,4,24.4,0
36.0,17153.79,719.0,36,0.066,4,4.71,1
53.0,81283.73,643.0,36,0.0632,1,15.92,1
22.0,103926.22,630.0,36,0.0514,2,59.98,0
27.0,123725.56,762.0,36,0.0227,4,32.44,0
67.0,84905.38,721.0,24,0.0298,4,51.28,0
40.0,45655.75,579.0,48,0.0699,12,3.37,0
67.0,161781.52,505.0,24,0.0592,2,6.43,0
44.0,63949.47,850.0,36,0.0612,4,33.41,1
18.0,37611.95,578.0,36,0.0444,4,22.71,0
58.0,49978.42,753.0,48,0.0425,12,13.56,0
36.0,10446.59,850.0,60,0.0594,1,24.31,0
55.0,49899.1,715.0,12,0.0435,2,31.54,0
45.0,119185.52,640.0,36,0.0592,2,19.45,0
22.0,84101.78,557.0,36,0.0265,12,11.86,0
47.0,273939.94,556.0,24,0.0517,2,2.22,0
78.0,46028.92,738.0,36,0.0356,4,13.11,1
52.0,97471.29,845.0,36,0.0546,2,10.65,1
44.0,132288.47,660.0,12,0.0282,12,1.03,0
61.0,623345.99,644.0,24,0.076,1,1.03,1
48.0,69200.65,770.0,60,0.02,12,53.56,0
48.0,21074.37,631.0,36,0.0711,2,1.24,0
29.0,139794.5,727.0,36,0.0437,12,18.71,1
49.0,386824.88,704.0,60,0.0625,12,14.6,0
61.0,43366.88,659.0,48,0.0593,2,3.34,1
32.0,138840.56,698.0,60,0.0396,1,2.05,1
66.0,204582.8,850.0,60,0.0418,4,31.56,1
44.0,165556.13,760.0,24,0.071,12,18.4,0
32.0,67884.2,809.0,60,0.0532,1,9.09,0
60.0,29778.03,608.0,24,0.0445,1,7.41,1
41.0,55200.12,810.0,60,0.042,12,33.32,1
56.0,94712.42,764.0,36,0.0453,2,2.43,0
41.0,148482.52,550.0,36,0.0831,2,1.23,1
44.0,83612.23,754.0,48,0.0801,12,1.21,1
52.0,40949.38,649.0,60,0.0839,2,18.66,1
49.0,104336.83,545.0,12,0.083,2,25.49,0
18.0,141504.26,713.0,60,0.0359,1,29.62,0
28.0,87518.9,754.0,12,0.0514,4,15.35,0
59.0,25947.04,715.0,60,0.0381,4,7.54,1
43.0,49940.82,689.0,24,0.0679,2,20.58,0
37.0,154480.13,667.0,36,0.0468,2,21.63,1
25.0,15017.66,850.0,12,0.0415,12,12.15,1
29.0,7382.16,582.0,12,0.0421,2,6.05,1
18.0,270515.01,787.0,60,0.0353,12,11.79,0
43.0,99849.09,702.0,36,0.0641,4,36.04,0
36.0,109834.5,615.0,48,0.0607,1,4.26,1
31.0,20397.81,695.0,12,0.0359,12,40.13,1
44.0,125182.51,561.0,36,0.0682,1,8.85,1
50.0,78845.75,640.0,36,0.0566,4,11.67,1
76.0,12279.33,695.0,12,0.0309,1,9.0,1
22.0,248769.84,545.0,24,0.0291,4,38.91,1
62.0,70170.5,751.0,24,0.0316,1,2.62,1
60.0,40292.31,604.0,60,0.0683,1,7.4,0
33.0,41028.01,555.0,60,0.0796,2,26.13,0
48.0,7980.67,592.0,36,0.02,4,20.77,1
38.0,108373.25,850.0,12,0.0261,12,23.4,1
48.0,77796.93,502.0,24,0.076,4,20.7,1
68.0,49311.86,744.0,36,0.0443,2,3.73,0
54.0,215019.76,625.0,24,0.071,12,37.85,1
53.0,15005.03,665.0,12,0.0516,2,12.15,1
39.0,32965.85,760.0,24,0.0563,4,27.1,0
23.0,25590.89,755.0,48,0.072,4,9.78,0
42.0,45306.47,632.0,60,0.0495,2,1.95,1
63.0,64053.25,564.0,24,0.0331,12,28.94,0
22.0,92043.22,762.0,12,0.0615,4,3.63,0
29.0,42320.49,755.0,12,0.0419,2,23.87,0
47.0,24900.53,672.0,48,0.0956,4,19.79,1
30.0,323193.65,744.0,12,0.0469,2,24.69,0
33.0,667730.68,655.0,48,0.0606,4,25.76,0
39.0,69098.39,617.0,36,0.0685,4,14.67,1
25.0,28091.42,700.0,24,0.0742,1,17.83,0
30.0,261830.89,752.0,12,0.0735,12,4.41,0
56.0,14090.31,731.0,60,0.0735,4,36.08,0
25.0,42839.96,751.0,24,0.0481,12,14.64,1
21.0,29848.29,624.0,48,0.0659,2,35.65,1
36.0,18778.44,850.0,24,0.02,1,26.28,1
56.0,45250.81,666.0,24,0.063,2,13.21,1
42.0,25230.98,688.0,12,0.064,12,21.68,1
38.0,60636.63,568.0,60,0.0669,2,0.81,0
46.0,61523.66,681.0,36,0.0678,2,9.31,0
19.0,32166.1,753.0,60,0.068,2,14.85,1
52.0,41335.9,776.0,48,0.0433,12,9.67,1
51.0,47531.65,850.0,60,0.0451,4,21.91,0
39.0,134570.84,752.0,60,0.064,2,55.65,0
60.0,51615.15,728.0,48,0.02,12,33.97,1
28.0,136584.91,655.0,60,0.0209,1,16.83,0
62.0,107560.95,634.0,36,0.0383,1,7.42,1
47.0,106035.66,797.0,24,0.0419,12,0.57,1
40.0,239868.46,795.0,36,0.056,2,19.35,1
45.0,19547.63,592.0,24,0.092,4,28.9,1
43.0,37302.55,772.0,24,0.0411,1,47.23,0
63.0,349164.63,765.0,60,0.0594,4,10.35,1
29.0,46290.1,589.0,24,0.02,12,23.02,0
34.0,3586.3,754.0,48,0.0412,1,10.78,0
61.0,48875.51,595.0,36,0.0642,2,6.76,0
36.0,68524.01,457.0,24,0.0425,1,43.19,1
59.0,4371.61,684.0,60,0.038,2,14.54,1
70.0,227279.46,726.0,60,0.02,4,32.15,1
39.0,29327.69,688.0,60,0.035,1,2.25,1
55.0,83163.44,850.0,12,0.0728,12,19.16,1
28.0,47763.57,738.0,36,0.0414,1,43.23,0
56.0,16508.8,715.0,60,0.0518,2,24.75,0
48.0,20526.91,743.0,48,0.0352,4,31.89,0
52.0,23503.79,656.0,60,0.0441,12,29.79,0
35.0,177313.02,793.0,12,0.074,2,26.1,0
20.0,51661.18,736.0,36,0.0412,2,12.79,1
53.0,35530.06,732.0,24,0.0354,12,6.08,1
18.0,23514.94,638.0,36,0.0745,12,53.0,0
40.0,198025.33,544.0,24,0.0494,4,16.87,1
59.0,258901.06,650.0,24,0.044,2,15.78,1
48.0,195779.42,728.0,60,0.0536,2,32.79,1
74.0,97972.03,656.0,48,0.0713,4,4.49,0
60.0,80003.85,729.0,48,0.0526,1,9.57,1
35.0,17748.6,677.0,60,0.0362,12,28.24,0
45.0,46825.39,743.0,12,0.0525,4,11.92,0
44.0,30216.39,602.0,24,0.02,12,15.67,0
21.0,9647.83,719.0,48,0.0317,4,3.85,1
31.0,172308.79,636.0,36,0.0567,4,5.36,1
37.0,29856.86,546.0,12,0.0506,2,15.29,1
18.0,197984.08,683.0,60,0.0579,12,12.75,0
46.0,144602.86,850.0,12,0.0586,4,32.92,0
41.0,104476.56,554.0,48,0.0665,2,3.35,1
20.0,110512.52,712.0,60,0.0522,4,35.38,0
51.0,32360.25,780.0,48,0.0703,12,9.33,0
56.0,383789.75,850.0,24,0.0592,4,26.95,1
48.0,62512.73,651.0,12,0.0603,2,7.57,1
40.0,80977.91,637.0,24,0.0333,2,45.8,0
54.0,31285.93,583.0,36,0.0357,1,21.13,1
55.0,23596.05,814.0,24,0.0395,12,6.62,1
50.0,96499.78,613.0,12,0.088,1,0.99,0
33.0,74422.49,663.0,36,0.0774,2,16.38,1
49.0,27191.17,515.0,48,0.0323,1,28.91,0
63.0,14208.18,788.0,36,0.0496,12,7.36,0
36.0,16815.85,816.0,12,0.034,2,8.7,1
76.0,198022.06,785.0,60,0.0346,1,3.95,0
37.0,32426.98,539.0,36,0.0702,1,11.48,1
45.0,42663.18,761.0,48,0.0206,2,34.06,1
35.0,255337.19,533.0,36,0.0594,4,11.32,0
48.0,19493.76,706.0,24,0.0488,2,4.78,1
19.0,28940.73,721.0,60,0.0699,1,10.04,0
37.0,27756.72,731.0,12,0.0539,12,33.92,0
29.0,301965.63,753.0,60,0.0799,1,0.3,0
47.0,439495.83,699.0,24,0.0508,2,2.51,1
60.0,126951.86,504.0,60,0.0691,1,3.84,0
55.0,131056.62,754.0,24,0.0544,2,19.79,1
18.0,33511.54,710.0,36,0.0515,1,1.89,1
76.0,419713.87,610.0,12,0.0743,1,23.81,1
49.0,78252.52,543.0,24,0.0516,4,2.35,0
33.0,140520.72,850.0,24,0.0535,2,27.66,1
47.0,53877.87,823.0,36,0.0361,4,11.15,1
48.0,45796.7,771.0,24,0.0508,4,7.26,1
35.0,315856.18,632.0,12,0.02,1,8.58,1
48.0,102716.05,448.0,48,0.0413,2,19.83,0
36.0,255601.65,776.0,60,0.0566,12,14.05,0
39.0,77290.64,737.0,24,0.0471,1,27.38,0
35.0,25632.94,663.0,60,0.0457,2,23.09,0
24.0,33411.55,812.0,60,0.0614,4,26.59,1
47.0,66367.66,785.0,48,0.0814,1,16.24,0
54.0,32000.28,718.0,24,0.042,12,9.45,1
53.0,19782.22,704.0,12,0.0673,1,57.85,1
57.0,199071.04,705.0,24,0.0496,4,2.21,1
50.0,34722.04,768.0,60,0.0605,4,7.34,1
37.0,68747.3,614.0,36,0.0902,2,10.28,0
58.0,80509.75,743.0,48,0.0686,12,4.14,1
25.0,33251.22,608.0,12,0.0751,1,10.75,1
31.0,255454.47,834.0,12,0.0419,4,3.56,1
31.0,19591.64,753.0,60,0.0482,2,26.55,0
61.0,77778.88,631.0,12,0.0284,12,11.96,0
59.0,76582.03,708.0,60,0.0379,12,41.2,1
52.0,56712.24,615.0,12,0.0541,2,3.04,1
61.0,16368.06,850.0,12,0.0361,4,25.79,0
32.0,143031.13,850.0,60,0.0547,12,12.68,0
50.0,125933.68,770.0,48,0.0409,1,32.97,0
43.0,30467.98,850.0,12,0.0529,4,21.14,1
58.0,121477.85,715.0,24,0.0634,4,53.45,0
43.0,87108.32,776.0,36,0.0619,2,17.76,1
39.0,16637.06,822.0,60,0.0584,12,14.5,0
53.0,25490.75,699.0,12,0.0765,2,15.23,1
58.0,186891.11,707.0,48,0.02,12,36.33,1
35.0,81586.26,793.0,24,0.0494,2,15.81,1
44.0,34053.81,765.0,60,0.0656,4,8.33,1
29.0,25375.11,624.0,24,0.02,2,16.7,0
18.0,35760.75,481.0,36,0.0846,4,7.29,0
48.0,38388.78,682.0,48,0.044,4,16.6,0
54.0,25694.62,490.0,60,0.0365,2,2.61,0
49.0,10490.61,601.0,60,0.0654,12,3.74,0
18.0,187215.06,613.0,12,0.0345,4,51.51,0
40.0,158044.78,643.0,24,0.077,2,9.84,1
18.0,16759.9,782.0,60,0.0504,4,50.63,0
66.0,68618.08,804.0,24,0.0784,4,4.7,1
29.0,24288.59,751.0,36,0.0746,2,23.43,0
64.0,46093.76,763.0,12,0.0524,4,25.63,1
59.0,42413.98,766.0,36,0.0364,4,15.26,1
31.0,39033.12,450.0,12,0.0848,2,7.15,0
28.0,443719.14,701.0,12,0.02,1,0.74,1
50.0,38548.57,520.0,24,0.0432,2,0.89,1
32.0,26681.78,751.0,12,0.0674,12,40.16,0
47.0,27928.94,491.0,36,0.0207,1,6.56,0
38.0,170037.96,682.0,36,0.0256,4,36.4,0
18.0,11474.67,755.0,36,0.0464,12,6.57,1
18.0,27927.78,588.0,24,0.0555,1,41.38,0
48.0,254440.64,796.0,24,0.02,2,4.17,0
37.0,76418.97,751.0,48,0.0726,4,11.96,1
37.0,72542.07,738.0,60,0.047,1,36.28,0
55.0,504915.55,770.0,48,0.0642,2,4.67,1
63.0,76599.66,664.0,48,0.0351,1,9.91,0
41.0,29490.22,715.0,12,0.0423,2,3.73,0
40.0,45158.01,701.0,12,0.0561,12,23.11,1
53.0,19236.56,699.0,48,0.0531,12,0.36,1
25.0,210225.71,633.0,60,0.0635,4,22.81,0
48.0,106357.54,576.0,48,0.0645,2,52.14,0
53.0,184317.33,666.0,24,0.0268,1,14.98,1
55.0,201387.04,661.0,36,0.0538,4,0.42,1
18.0,39568.52,626.0,48,0.0467,4,36.85,0
34.0,23277.61,785.0,12,0.0579,2,38.35,0
32.0,56856.56,583.0,60,0.0436,12,35.65,0
46.0,25015.2,683.0,12,0.051,4,3.64,0
52.0,70612.11,817.0,24,0.089,1,23.1,1
67.0,185738.84,791.0,12,0.0264,4,11.86,1
38.0,50607.77,822.0,12,0.041,2,5.78,1
38.0,69563.49,641.0,60,0.02,12,34.53,1
62.0,54510.81,778.0,60,0.0392,2,30.23,0
49.0,133616.3,594.0,12,0.0279,4,0.76,0
64.0,30706.13,672.0,12,0.0889,1,41.65,0
49.0,6657.86,682.0,48,0.0435,4,27.65,0
28.0,95881.55,642.0,24,0.0419,4,7.6,0
25.0,160786.78,664.0,48,0.063,12,10.55,0
22.0,93561.5,651.0,60,0.0286,2,45.47,0
55.0,31563.91,602.0,48,0.0654,12,15.82,1
63.0,19244.64,786.0,48,0.0647,4,9.84,0
73.0,98174.08,682.0,12,0.0814,1,24.14,0
58.0,68973.59,720.0,12,0.0609,1,19.18,0
62.0,52796.88,716.0,24,0.02,12,35.21,0
36.0,370446.14,705.0,36,0.0728,1,8.05,1
28.0,23230.0,709.0,36,0.1136,1,30.56,1
58.0,353287.35,669.0,48,0.0494,1,21.22,1
51.0,61807.74,842.0,24,0.05,4,35.42,1
47.0,9551.27,776.0,24,0.0402,1,11.66,0
51.0,50050.98,702.0,60,0.02,12,3.63,1
50.0,156294.3,655.0,12,0.0573,1,27.61,0
64.0,41562.14,688.0,60,0.039,4,6.78,0
64.0,13700.96,742.0,36,0.0567,4,8.53,1
53.0,50791.56,850.0,24,0.0573,1,14.49,0
58.0,25408.21,563.0,36,0.088,12,19.62,1
53.0,97911.02,766.0,12,0.042,1,13.62,0
38.0,129754.54,813.0,12,0.0252,2,30.71,0
56.0,20821.25,551.0,12,0.0557,12,39.14,0
24.0,29560.55,682.0,36,0.048,12,3.38,0
61.0,127598.32,594.0,24,0.0874,12,8.46,0
27.0,25365.77,743.0,60,0.0666,12,31.12,1
49.0,20289.16,664.0,24,0.0474,12,2.1,1
32.0,18422.15,687.0,24,0.0704,1,42.12,0
53.0,85138.84,659.0,48,0.0723,1,28.7,1
44.0,81565.18,772.0,24,0.0312,12,38.56,0
21.0,30210.78,723.0,60,0.059,12,34.9,0
51.0,60179.4,723.0,48,0.0944,2,15.84,1
36.0,275717.59,716.0,24,0.0203,4,23.58,0
58.0,22605.3,757.0,48,0.035,4,2.32,1
45.0,8503.71,674.0,24,0.0459,12,58.37,0
51.0,94379.16,850.0,12,0.0603,12,8.64,1
31.0,53615.79,577.0,12,0.0565,4,11.66,0
36.0,29436.04,527.0,24,0.0542,1,3.13,1
38.0,114930.2,519.0,48,0.046,2,49.35,0
58.0,138583.06,492.0,60,0.0563,2,5.01,1
70.0,6579.55,767.0,12,0.0783,12,6.94,0
33.0,31175.95,755.0,48,0.0842,1,1.07,0
61.0,607748.38,821.0,60,0.0717,1,14.7,1
18.0,107302.25,594.0,48,0.0743,1,12.27,0
27.0,117724.64,775.0,24,0.0517,1,50.44,0
31.0,193473.2,706.0,12,0.1023,12,40.36,0
25.0,60904.89,717.0,12,0.0212,4,21.34,1
21.0,132811.24,763.0,12,0.0551,12,14.02,1
51.0,122769.27,624.0,24,0.0651,2,9.21,1
42.0,102646.0,850.0,60,0.0515,2,22.74,0
51.0,43390.16,833.0,60,0.0723,12,10.76,0
55.0,71115.38,647.0,12,0.0469,2,10.42,1
49.0,33244.29,591.0,60,0.0758,4,18.26,1
55.0,60646.32,691.0,12,0.0525,4,7.67,1
44.0,18611.02,718.0,60,0.0424,12,2.07,0
27.0,27156.62,807.0,12,0.0399,2,20.66,0
61.0,45147.4,583.0,60,0.0558,4,33.27,0
36.0,23302.0,729.0,48,0.0382,4,35.16,1
31.0,36133.75,547.0,12,0.02,2,7.94,0
42.0,50821.46,744.0,12,0.02,1,26.41,0
31.0,89524.03,689.0,36,0.0402,2,3.89,1
39.0,154702.21,850.0,12,0.0432,12,4.18,0
50.0,37654.8,545.0,60,0.0751,1,9.35,1
50.0,227545.3,837.0,48,0.0571,12,6.23,0
32.0,153063.95,530.0,48,0.0527,4,15.0,1
38.0,99120.73,567.0,60,0.0353,1,33.21,0
61.0,69818.14,532.0,24,0.1072,12,5.78,1
52.0,82381.88,725.0,12,0.0504,12,47.67,0
76.0,196231.65,583.0,48,0.0689,12,12.83,1
63.0,203532.23,565.0,60,0.0505,1,36.77,1
62.0,227509.38,720.0,48,0.0618,12,12.83,0
24.0,62400.39,745.0,48,0.0216,1,42.39,0
56.0,104293.8,704.0,60,0.0578,1,29.28,1
44.0,229474.34,684.0,36,0.052,12,20.19,1
37.0,32089.49,850.0,48,0.0523,4,7.17,0
48.0,43546.44,715.0,48,0.0719,2,8.11,0
59.0,60842.06,781.0,24,0.02,2,1.94,0
53.0,147207.54,714.0,36,0.0406,1,2.66,1
32.0,149518.01,590.0,24,0.02,12,29.6,0
56.0,47530.93,755.0,60,0.0447,2,21.54,0
35.0,13245.2,634.0,12,0.072,2,25.8,1
48.0,76587.1,691.0,60,0.0698,12,13.77,1
40.0,23901.2,731.0,36,0.0456,2,5.59,0
42.0,13494.86,506.0,60,0.0542,12,7.12,1
56.0,16917.92,539.0,36,0.0427,2,11.05,0
29.0,82982.17,791.0,24,0.0509,4,18.9,0
74.0,233523.35,634.0,48,0.0722,12,30.04,0
18.0,62248.8,638.0,60,0.0843,2,1.17,1
36.0,73967.47,717.0,60,0.0644,1,14.51,1
51.0,195417.77,661.0,48,0.0487,12,27.64,0
54.0,12778.83,742.0,60,0.0851,2,4.0,0
43.0,100727.73,695.0,60,0.0617,4,9.6,0
44.0,59184.22,720.0,12,0.0447,2,10.73,1
51.0,105456.88,630.0,12,0.0473,1,0.27,0
42.0,36920.27,719.0,48,0.0415,12,11.04,0
66.0,26424.92,811.0,24,0.0648,4,8.09,1
58.0,68906.71,643.0,60,0.0563,2,13.94,0
58.0,311511.43,792.0,60,0.0543,1,29.81,1
31.0,141621.05,695.0,24,0.0384,1,19.07,1
44.0,36037.21,773.0,60,0.0896,1,18.6,1
40.0,15662.55,713.0,24,0.0473,2,14.2,1
30.0,11135.94,697.0,48,0.0731,4,20.78,1
50.0,223261.6,735.0,48,0.03,2,7.2,1
37.0,23038.4,821.0,24,0.0608,4,50.6,0
55.0,43238.5,724.0,24,0.0375,12,14.78,0
29.0,224405.76,748.0,36,0.0609,4,53.11,0
71.0,11921.5,663.0,12,0.0339,1,51.62,0
32.0,266269.57,850.0,12,0.0264,1,3.63,0
48.0,46460.58,764.0,60,0.0309,1,3.64,1
57.0,18985.23,708.0,60,0.02,2,6.67,0
36.0,46753.72,688.0,24,0.0356,12,53.17,0
58.0,29068.29,798.0,24,0.0661,4,14.38,0
27.0,93043.26,639.0,12,0.0348,1,22.26,0
67.0,31315.47,522.0,60,0.0371,12,28.25,1
45.0,8851.64,707.0,12,0.0566,12,19.12,1
36.0,48023.1,819.0,48,0.02,2,55.62,0
41.0,15420.53,850.0,12,0.0636,4,27.7,0
57.0,73447.04,689.0,12,0.0486,12,7.74,1
36.0,18267.33,704.0,24,0.0586,4,14.82,1
34.0,36753.44,752.0,60,0.048,2,1.21,0
42.0,71868.1,674.0,48,0.0445,4,24.37,0
27.0,48413.85,752.0,12,0.0682,2,11.65,1
72.0,76913.01,691.0,12,0.0495,1,5.65,1
37.0,118218.18,801.0,24,0.0622,4,9.41,1
57.0,18808.54,772.0,36,0.07,2,11.55,1
48.0,56139.92,781.0,60,0.0261,12,12.09,0
30.0,2144.15,679.0,60,0.0361,1,56.17,0
45.0,76675.18,850.0,60,0.0334,12,4.98,0
57.0,44319.76,748.0,12,0.0431,1,1.8,1
42.0,22394.04,725.0,12,0.0533,1,4.94,0
63.0,82102.15,624.0,12,0.0322,4,11.04,1
60.0,193435.15,690.0,36,0.0338,12,33.97,0
59.0,37196.96,711.0,12,0.0429,12,11.28,0
38.0,23276.17,621.0,60,0.0681,1,23.35,0
29.0,70616.93,671.0,60,0.0396,1,0.78,1
36.0,15746.81,683.0,24,0.0519,1,7.72,1
48.0,30934.23,706.0,36,0.044,2,35.58,1
53.0,203292.71,524.0,48,0.0478,4,6.35,1
18.0,63715.25,686.0,12,0.0367,1,17.49,0
45.0,9141.07,662.0,48,0.02,4,44.29,0
47.0,9926.95,698.0,12,0.0371,1,5.2,0
41.0,70409.66,804.0,36,0.0545,2,27.17,0
64.0,141830.87,850.0,36,0.0513,1,17.4,0
51.0,11877.23,768.0,60,0.0639,4,24.74,0
65.0,93874.36,577.0,36,0.0205,1,5.28,1
42.0,226464.51,665.0,48,0.0574,4,29.07,1
59.0,395481.38,760.0,48,0.039,12,10.82,0
70.0,83384.92,748.0,36,0.0346,4,3.67,0
65.0,99389.58,799.0,48,0.0604,2,8.01,1
29.0,7092.66,690.0,12,0.0658,1,46.35,1
41.0,488821.44,664.0,24,0.0729,12,37.22,1
40.0,33674.96,850.0,60,0.0611,4,13.37,1
52.0,23541.71,706.0,24,0.0479,12,2.94,1
55.0,46387.9,598.0,48,0.0206,2,7.24,1
32.0,271488.05,848.0,60,0.0748,12,18.24,1
46.0,544730.28,550.0,24,0.0545,12,1.2,1
18.0,67874.02,350.0,24,0.0315,4,48.06,0
67.0,162443.28,777.0,48,0.0543,2,10.0,1
37.0,62517.64,791.0,60,0.0207,1,58.34,0
46.0,21209.5,741.0,60,0.077,1,20.38,1
40.0,262168.75,570.0,24,0.0421,1,26.58,1
62.0,32140.51,694.0,60,0.0279,1,32.03,1
18.0,278042.92,672.0,60,0.0758,1,25.84,0
45.0,219375.76,646.0,12,0.0236,12,2.48,0
43.0,110639.92,841.0,48,0.0495,1,9.29,1
38.0,372866.14,595.0,48,0.0527,12,13.69,1
71.0,558129.35,732.0,12,0.0239,4,35.51,1
32.0,50249.54,819.0,24,0.0419,4,28.43,0
57.0,26667.63,738.0,36,0.02,2,7.42,1
50.0,9281.05,824.0,24,0.0414,1,11.75,0
64.0,565057.21,756.0,12,0.02,12,12.11,1
35.0,38573.39,743.0,60,0.0678,1,7.13,1
34.0,186285.71,737.0,12,0.0374,12,22.12,1
61.0,28530.95,761.0,48,0.0258,4,17.37,1
51.0,278804.37,661.0,60,0.0541,2,3.76,1
22.0,29729.12,570.0,24,0.02,2,38.86,0
37.0,18183.7,795.0,60,0.0352,2,24.44,0
51.0,48605.58,816.0,48,0.0645,1,8.61,1
58.0,35179.69,725.0,12,0.0219,12,47.51,0
35.0,108694.86,645.0,24,0.0444,1,0.12,1
18.0,56874.65,544.0,36,0.0333,2,28.51,0
53.0,112162.32,709.0,36,0.02,1,29.23,1
27.0,44755.9,565.0,12,0.0267,1,38.26,0
18.0,30788.38,551.0,24,0.0359,1,10.53,0
18.0,33404.28,698.0,24,0.0547,1,29.82,0
57.0,462748.41,624.0,60,0.0775,12,15.55,0
47.0,74994.57,735.0,12,0.0495,12,8.37,1
